sample.id,sex,site,Crenarchaeota,Euryarchaeota,Parvarchaeota,Other,AD3,Acidobacteria,Actinobacteria,AncK6,Aquificae,Armatimonadetes,BHI80-139,BRC1,Bacteroidetes,Chlamydiae,Chlorobi,Chloroflexi,Cyanobacteria,Deferribacteres,Elusimicrobia,FBP,FCPU426,Fibrobacteres,Firmicutes,Fusobacteria,GAL15,GN02,GN04,Gemmatimonadetes,Lentisphaerae,MVP-21,NC10,NKB19,Nitrospirae,OD1,OP11,OP3,OP9,PAUC34f,Planctomycetes,Proteobacteria,SBR1093,SR1,Spirochaetes,Synergistetes,TM6,TM7,Tenericutes,Verrucomicrobia,WPS-2,WS2,WS3,WWE1,ZB3,Thermi
1944.113004,male,stool,0,0,0,0,0,0,0.000782429,0,0,0,0,0,0.479237691,0,0,0,0,0,0,0,0,0,0.493768513,5.59E-05,0,0,0,0,0.000558878,0,0,0,0,0,0,0,0,0,0,0.014363159,0,0,0,0,0,0,0.004974012,0.006259431,0,0,0,0,0,0
1947.107586,male,stool,0,0,0,0,0,0,0.000637349,0,0,0,0,0,0.700021245,0,0,0,0.001062248,0,0,0,0,0,0.275547058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010197578,0,0,0,0,0,0,0,0.012534523,0,0,0,0,0,0
1960.107616,female,stool,0,0,0,0,0,0,0.002299544,0,0,0,0,0,0.54683907,0,0,0,0.002902703,0,0,0,0,0,0.381121122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010479888,0,0,0,0,0,0,0.000904739,0.055452935,0,0,0,0,0,0
1965.113182,female,stool,0,0,0,0,0,0,0.019198193,0,0,0,0,0,0.11744777,0,0,0,0,0,0,0,0,0,0.824957651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023715415,0,0,0,0,0,0,0.005646527,0.009034444,0,0,0,0,0,0
1980.107592,female,stool,0,8.21E-05,0,0,0,0,0.022482974,0,0,0,0,0,0.411175843,0,0,0,0,0,0,0,0,0,0.37211783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014851891,0,0,0,0,0,0,0.000738492,0.178550915,0,0,0,0,0,0
2005.11304,female,stool,0,0,0,0,0,0,0.010735198,0,0,0,0,0,0.351008458,0,0,0,0.000650618,0,0,0,0,0,0.618737801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007482108,0,0,0,0,0,0,0.008458035,0.002927781,0,0,0,0,0,0
2013.113155,male,stool,0,0.000227907,0,0,0,0,0.051564013,0,0,0,0,0,0.17058857,0,0,0,0,0,0,0,0,0,0.748333428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005697681,0,0,0,0,0,0,0.008831406,0.014756994,0,0,0,0,0,0
2014.113193,,stool,0,0,0,0,0,0,0.035901517,0,0,0,0,0,0.025837858,0,0,0,0.000327654,0,0,0,0,0,0.933533046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004165887,0,0,0,0,0,0,0,0.000234039,0,0,0,0,0,0
2020.105386,male,stool,0,0,0,0,0,0,0.124118171,0,0,0,0,0,0.283509498,0,0,0,0.000192618,0,0,0,0,0,0.588471818,0,0,0,0,0,0.000120386,0,0,0,0,0,0,0,0,0,0,0.00252811,0,0,0,2.41E-05,0,0,0.001035321,0,0,0,0,0,0,0
2028.105381,male,stool,0,0,0,0,0,0,0.059563535,0,0,0,0,0,0.238342734,0,0,0,8.86E-05,0,0,0,0,0,0.693677465,5.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008268612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030.105385,female,stool,0,0,0,0,0,0,0.005386278,0,0,0,0,0,0.435662168,0,0,0,0.000125262,0,0,0,0,0,0.511414524,3.13E-05,0,0,0,0,0.001565778,0,0,0,0,0,0,0,0,0,0,0.045250994,0,0,0,0,0,0,0,0.00056368,0,0,0,0,0,0
2038.121065,female,stool,0,0,0,0,0,0,0.000479157,0,0,0,0,0,0.66526114,0,0,0,0,0,0,0,0,0,0.113368471,0.001149976,0,0,0,0,0.000383325,0,0,0,0,0,0,0,0,0,0,0.218782942,0,0,0,0,0,0,9.58E-05,0.000479157,0,0,0,0,0,0
2051.105395,female,stool,0,0,0,0,0,0,0.007291364,0,0,0,0,0,0.523842232,0,0,0,0.010778538,0,0,0,0,0,0.428288379,7.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008717935,0,0,0,0,0,0,0.00393628,0.017066019,0,0,0,0,0,0
2059.12131,female,stool,0,0,0,0,0,0,0.003284072,0,0,0,0,0,0.407589856,0,0,0,0,0,0,0,0,0,0.55658943,3.04E-05,0,0,0,0,0.000212857,0,0,0,0,0,0,0,0,0,0,0.020525452,0,0,0,0,0,0,0.011707109,6.08E-05,0,0,0,0,0,0
2067.107576,female,stool,0,0,0,0,0,0,0.0043222,0,0,0,0,0,0.657858546,0,0,0,9.82E-05,0,0,0,0,0,0.316208251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021414538,0,0,0,0,0,0,0,9.82E-05,0,0,0,0,0,0
